Unique ID,Response Duration,Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag
1193,49.0,lower calories but lower abv,lower abv so you have to drink more to get a buzz,Unanswered,Unanswered,Unanswered,0
1194,9.0,The packaging looks appealing.,Don't much care for light beers in general,Modelo,Pacifico,Dox Equis,0
1195,16.0,I like the lower alcohol content.,I didn't dislike anything.,Bud lite,Coors lite,Miller lite,0
1196,13.0,the ingredients and flavors,none at all,heineken,pilsiner,budweiser,0
1198,50.0,very good,none,heinenken,corona,coors,0
1199,9.0,The packaging is nice.,The taste.,Unanswered,Unanswered,Unanswered,0
1200,15.0,That it is a Budweiser product,Low alcohol content is not something I am looking for.,none,not any,no other,0
1202,9.0,I like that it is an organic light beer,I dislike that the abv is pretty low,Unanswered,Unanswered,Unanswered,0
1203,32.0,Nothing at all,Nothing,Gorela,Hold,Yandex,0
1204,11.0,"Lighter alcohol content, keeps the party go on longer",Not a first choice to drink if had a long day,Michelob Ultra,Crown Royal,Miller Light,0
1206,12.0,The taste,The price,Bush,Wine,Naturals ice,0
1207,25.0,"Low calories and carbs are always a bonus. 
Flavor is so important, if flavor is good I would try and continue to buy",A better definition of the flavor. Flavor is important to me.,Unanswered,Unanswered,Unanswered,0
1208,17.0,No artificial stuff and 85 calories,Cost and the bottle is weak,Unanswered,Unanswered,Unanswered,0
1209,7.0,Seems like it was a great choice,Unanswered,Budweiser,Bud light,Unknown,0
1210,8.0,Packaging,Nice packaging and not very good,Yuengling,Modelo,Busch,0
1211,7.0,The flavor,Nothing,Bold,Fun,Exciting,0
1214,13.0,Nothing,Never had it,Unanswered,Unanswered,Unanswered,0
1215,16.0,yes This is very good quality.,good quality.,Michelob ULTRA.,coors light.,Gold,0
1216,8.0,I like the taste and the flavor,Nothing,Corona,Budweiser,Heineken,0
1217,34.0,I liked the design with the bottle. It goes with my golden moments.,There is nothing to dislike. It has an authentic and eye catching look.,Unanswered,Unanswered,Unanswered,0
1218,6.0,Its Great Quality to me i love it so much,Better Quality to Me i love It so much,Good,Better,Quality Full,0
1219,12.0,The color and the label are very nice.,It's usually watery and more expensive.,Unanswered,Unanswered,Unanswered,0
1220,23.0,not bad,not bad,Heineken,Corona,Stella Artois,0
1222,9.0,Less alchol,Price,Unanswered,Unanswered,Unanswered,0
1223,21.0,The look of it and its awsome taste,"Absolutely nothing,l love it",Budweiser light,Coors light,Younging,0
1224,17.0,all good,good,taste,flavour,brand,0
1228,57.0,It taste ok,Expensive,Unanswered,Unanswered,Unanswered,0
1229,8.0,Nothing,Nothing,Unanswered,Unanswered,Unanswered,0
1230,9.0,It’s to light of a beer,To light of a beer,Unanswered,Unanswered,Unanswered,0
1231,6.0,I like the taste of it,Nothing at all,Budweiser,Coors,Michelob,0
1232,37.0,it is a great tasting ultra lager.,"it could taste better, and be cheaper.",budweiser,bud lite,bacardi,0
1233,56.0,keep it light and pure!!!,Well im afraid there is nothing to type because from my experience with Michelob ULTRA Pure Gold there is nothing out there like it. In fact i allways have this brand on hand at parties and get togethers at my house every saturday!!!,Budweiser,Coors,Miller Highlife,0
1235,15.0,NOTHING REALLY,NOT REALLY BEER AND TOO EXPENSIVE,Unanswered,Unanswered,Unanswered,0
1236,31.0,Extra light or larger,Nothing,Bud Light,Coors light,Sierra Nevada,0
1237,19.0,I like fewer carbs,I feel the price is high,miller lite,budweiser,pabst,0
1238,8.0,It’s low in calories,It’s a little pricey,Steel reserve,Natty daddy,Bud ice,0
1239,13.0,70 calories,Unanswered,Natural light,Busch light,Micholob ultra,0
1242,7.0,Looks tasty,Nothing,Coora,Bud light,Busch,0
1244,27.0,Something different,Nothing,Budweiser,0,0,0
1245,24.0,The taste,Don't know,Coors light,Bush light,Micalob light,0
1246,9.0,Not sure depends on price,Depends on price,Unanswered,Unanswered,Unanswered,0
1249,6.0,Light,Nothing,Bud light,Budweiser,Corona,0
1250,14.0,I didn't like anything about it,The price,Unanswered,Unanswered,Unanswered,0
1252,10.0,Low calories and carbs,Nothing,Unanswered,Unanswered,Unanswered,0
1253,6.0,the color,the price,Unanswered,Unanswered,Unanswered,0
1254,9.0,nothing at all,i would never drink this,Unanswered,Unanswered,Unanswered,0
1255,22.0,very differant,very test,market,bear,shop,0
1257,20.0,"I like Michelob ULTRA Pure Gold for its refreshing taste, organic ingredients, and low calories, making it a healthier, natural option.","It has a mild flavor that's  too light and watery, and the branding feels generic. The price may not justify the quality.",Unanswered,Unanswered,Unanswered,0
1262,20.0,The price,Nothing,King Cobra,Nothing,Nothing,0
1263,10.0,I really like this,I dont dislike it,Number,Number,Number,0
1264,7.0,NOTHING,PRICE,Unanswered,Unanswered,Unanswered,0
1265,26.0,It's a good tasting beer,The price,Segrams,Budweiser,Coors light,0
1266,60.0,I like ththe pqckaging and the descriptions of the tastes and flavors on it,I dont nothing aboht it,Bud light,Unanswered,No other,0
1267,27.0,nice product,price to much,yes,yes,yes,0
1268,8.0,NICE,all is ok,good,nice,super,0
1269,30.0,I like the look and taste of it,Nothing,Bud light,Coors lite,Jack,0
1272,5.0,i like the brand and its taste very much,nothing,beer,wine,vodka,0
1273,6.0,liked very good,some time disliked,A regular lager you're currently consuming,A wine or cocktail if you decide to switch to beer for lighter options,An alcoholic seltzer or other low-calorie beverages,0
1276,9.0,it is a good taste brand of beverage,no thing,miller lite,henkin,coors light,0
1277,16.0,It being organic,Nothing in particular,Miller light,Nothing,Else,0
1278,14.0,Its organic and refreshing taste.,Nothing i dislike.,heinken,blue moon,sierra nevada,0
1279,8.0,I like the packaging,I dont like the taste,Unanswered,Unanswered,Unanswered,0
1280,11.0,Its good,Nothing,Unanswered,Unanswered,Unanswered,0
1281,9.0,It is refreshing and made by a good brand.,It is a little expensive.,yuengling,modela,natty boh,0
1282,18.0,I find it interesting that it is made from American ingredients and is organic,I generally do not drink lite beer,Unanswered,Unanswered,Unanswered,0
1285,31.0,Maybe the price if it taste really good.,Nothing personal. I just don't drink it.,Unanswered,Unanswered,Unanswered,0
1289,18.0,"The packaging is present, looks smooth",Nothing,Micolob lite,Bud light,Micolob extra,0
1290,5.0,very good product for us,so much good,bottle,fulpro,maxer,0
1291,10.0,The bottle adn label,Nothinhg,Coronia,Coors,Bud,0
1292,26.0,I like the beer if it was a little cheaper I think I would buy it more,It needs to be a little cheaper,Budwiser light,Bud light platinum,Bush light,0
1293,14.0,2.8%,It will taste like water.,Unanswered,Unanswered,Unanswered,0
1294,31.0,Yes I liked it very much I prefer this type Michelob ULTRA is one of the best brand and its have heritage to there taste and quality overall I prefer it to more drink this.,Nothing dislike about it all things are good,Corona Extraa,Bud Light,Heineken,0
1295,29.0,Low calories with low carbs,There is nothing I dislike.,Spirits,Import beer,Wine,0
1298,13.0,I like that it is only 70 calories.,"I dislike that it is only 2.8% ABV. I don't find the taste of beer to be all that appealing, so such a low alcohol content provides almost no reason to consume it.",Unanswered,Unanswered,Unanswered,0
1299,14.0,It's got a good taste,Nothing,Unanswered,Unanswered,Unanswered,0
1300,15.0,less carbs/ calories,price is too expensive,Unanswered,Unanswered,Unanswered,0
1302,8.0,The fact that it is organic.,Unanswered,Bid light,Coors light,Steel Reserve,0
1304,13.0,The lightness of the beer,Don't dislike anything about it,Unanswered,Unanswered,Unanswered,0
1305,22.0,It’s a different look compared to the regular bottles,Nothing,Unanswered,Unanswered,Unanswered,0
1306,31.0,Organic,Organic and light,Bush light,Natural light,Bus ice,0
1308,14.0,the name Michelob it is from the brand I drink,nothing,Michelob ultra,Coors light,none,0
1309,17.0,No comment,No comment,Unanswered,Unanswered,Unanswered,0
1310,12.0,It’s michelob,Nothing,Coor’s light,Michelob ultra,Bush,0
1311,11.0,The smoothness,None just not My particular brand,Budweiser,Miller,Corona,0
1312,11.0,I like trying new beers out so I would drink this brand,Nothing,Corona,Corona light,Budweiser,0
1313,16.0,Natural ingredients,2.8% abv,Unanswered,Unanswered,Unanswered,0
1314,8.0,I like its organic,Nothing to dislike,Budweiser,Corona,Bud light,0
1315,10.0,"less alcohol than standard light beer, low carbs and low calorie",its a little pricey for a 6 pack,Michelob Ultra,coors light,miller light,0
1316,59.0,I love the fact that it comes in bottles,I can't find any dislikes,Bud Light Platinum,Budweiser,211,0
1317,5.0,the taste and design,its awesome,bud,max,crisp,0
1318,11.0,Made with finest ingredients.,alcohol content,Unanswered,Unanswered,Unanswered,0
1319,14.0,It appears to be a refreshing alternative to regular beer,"The fact that I haven't tried it, I don't have a negative opinion",Modelo,Bud Light,White Wine,0
1320,11.0,It's a Michelob product and I grew up drinking original Michelob and enjoying it very much. That would be the only reason I would give it a try,I don't like anything that's low calorie cuz it's usually low taste,Unanswered,Unanswered,Unanswered,0
1321,11.0,I think its appealing that its organic.,There was nothing I dislike about this drink.,Budwesiser,None.,Unanswered,0
1322,10.0,8 like the golden color,Not enough abv,Unanswered,Unanswered,Unanswered,0
1323,10.0,All of it,None of it,Bud light,Modelo,Heineken,0
1325,8.0,"It looks appealing, and I think having health benefits added to beer is a great idea.",there is nothing I dislike about it,Unanswered,Unanswered,Unanswered,0
1326,18.0,Not interested,Not interested,Unanswered,Unanswered,Unanswered,0
1328,28.0,Taste and flavor,Nothing,Corona Lite,Miller Lite,Bud Light,0
1329,26.0,none,none,Unanswered,Unanswered,Unanswered,0
1331,12.0,The label,No complaints here,Coors light,Miller lite,Corona,0
1332,47.0,I really don't think I would like it&lt; I'm a Bud Light man,I don't really care about it,Unanswered,Unanswered,Unanswered,0
1334,15.0,refreshing and balanced taste,a more robust flavor,Unanswered,Unanswered,Unanswered,0
1335,7.0,I like that it low calorie amd yjay ot is light,nothing,budlight,",ikes",twisted tea,0
1336,12.0,Would try it to see what the hype is,Nothing,Unanswered,Unanswered,Unanswered,0
1337,7.0,Don’t like this brand,Don’t like this brand,Unanswered,Unanswered,Unanswered,0
1339,11.0,Smooth taste,Nothing,Unanswered,Unanswered,Unanswered,0
1341,13.0,I like the color its definitely attention grabbing but I'm not the biggest fan of Michelob. I haven't tried this one so maybe trying it will change my mind about the brand especially since it claims to contain 1/3 less alcohol than other beers,Honestly there is not much I dislike about the brand other than the taste but as I stated before I haven't tried this one but as far as the look and the description everything looks good and the description is appealing,Unanswered,Unanswered,Unanswered,0
1342,16.0,I like the label design.,I dislike that it is still a light beer.,Unanswered,Unanswered,Unanswered,0
1343,13.0,only 85 calories,$9.99 for a 6 pack,budweiser,miller lite,wine,0
1344,17.0,Low calorie,Nothing,Unanswered,Unanswered,Unanswered,0
1345,23.0,"I'm not a fan of domestic beer, but the packaging is nice.",Low alcohol content,Unanswered,Unanswered,Unanswered,0
1346,13.0,The homegrown ingredients,I don't dislike anything,Unanswered,Unanswered,Unanswered,0
1347,16.0,It looks as though it wouldn't fill you up quickly like some,I would probably dislike the price,Unanswered,Unanswered,Unanswered,0
1348,10.0,The amount of calories and carbs,Nothing,Bud light,Miller light,Coors,0
1349,47.0,Only 2.6 carbs and 85 calories per bottle is great,Nothing,Bud Light,Coots Light,Coke,0
1350,6.0,I like the bottle that's about it,The price,Bud light,Corona,Miller lite,0
1351,17.0,I like that it is organic and low calories too,There is nothing I dislike,Unanswered,Unanswered,Unanswered,0
1352,17.0,It would be great tasting.,Nothing.,Heinekin,Michelob Ultra,Budweiser,0
1353,15.0,I like that it looks light and would taste good.,There is nothing I dislike.,Budweiser,Modelo,Icehouse,0
1356,9.0,I like the color on the bottle,Nothing,Bud light,Unanswered,Unanswered,0
1358,34.0,The Michelob Ultra brand,"Not really a dislike, but I have never gone in for organic stuff.",Unanswered,Unanswered,Unanswered,0
1359,19.0,The brand name and branding descriptions centering around gold are a pretty cool idea.,It's taste probably isn't that dissimilar from other beers I've had.,Unanswered,Unanswered,Unanswered,0
1362,18.0,It’s a light beer,The price,Unanswered,Unanswered,Unanswered,0
1363,29.0,It’s good,I don’t know,I don’t know,I don’t know,I don’t know,0
1365,13.0,Its beer and that is enough for me.,why so low in calories must not be any taste to it,Unanswered,Unanswered,Unanswered,0
1366,8.0,I like the design and also the low calorie thing,I don’t normally like extra light beer,Unanswered,Unanswered,Unanswered,0
1367,20.0,I would like it because it's brewed with fresh organic ingredients. It has no artificial flavors or colors. It doesn't seem heavy,The only thing I would have a problem is that it's not a malt liquor,Unanswered,Unanswered,Unanswered,0
1368,8.0,I like the color choices of the graphic,Unanswered,Unanswered,Unanswered,Unanswered,0
1369,16.0,It seems like a more premium beer,No artificial flavors,Unanswered,Unanswered,Unanswered,0
1370,10.0,No artificial flavors or colors.,"It is a light beer and my experience has always been that a light beer, regardless of their claims, always have a worse taste than regular beer.",Unanswered,Unanswered,Unanswered,0
1371,18.0,That is only has 2.5 Carbs and 85 Calories.  The price wasn't too bad either.,I'm not sure about the lager part but other than that doesn't  look too bad at all.,Unanswered,Unanswered,Unanswered,0
1372,19.0,It's premiim,It's light,Unanswered,Unanswered,Unanswered,0
1374,27.0,2.5 carbs is really low and the price $9.99 is amazing.,"3.8% alcohol seems a little low. However, for a short social event, it might be nice.",Bud light lime,Coors light,Corona,0
1375,20.0,"70 calories, and crisp and balanced tasting",The price,Corona lite,Mikes Hard Lemonade,Pino noir,0
1376,19.0,Low Carb,Nothing,Unanswered,Unanswered,Unanswered,0
1377,16.0,The color is awesome,Nothing at all,Miller,Heineken,Unanswered,0
1378,36.0,The name,none,Stella,Bud Light,McMilliens,0
1379,22.0,I like the flavor it was really good.,I dislike the price.,Ultra light,Corolla,Steel reserve,0
1380,9.0,I like the color and the flavor of beer from this brand,There’s nothing to dislike,Unanswered,Unanswered,Unanswered,0
1381,9.0,i like that it’s low in calories,I don’t like that it has less alcohol,twisted tea,bud lite,miller lite,0
1383,11.0,The light taste that leaves you not too full and wanting more,"Nothing really, it's a solid light beer that doesn't skip the flavor",Water,Milk,Water,0
